"Country or Area","Year","Area","Sex","Age","Marital status","Record Type","Reliability","Source Year","Value","Value Footnotes"
"China","2000","Urban","Male","55 - 59","Total","Census - de jure - sample tabulation","Final figure, complete","2002","781384",""
"China","2000","Urban","Male","55 - 59","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","14920",""
"China","2000","Urban","Male","55 - 59","Married","Census - de jure - sample tabulation","Final figure, complete","2002","699967",""
"China","2000","Urban","Male","55 - 59","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","32344",""
"China","2000","Urban","Male","55 - 59","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","24585",""
"China","2000","Urban","Male","55 - 59","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","9568",""
"China","2000","Urban","Male","60 - 64","Total","Census - de jure - sample tabulation","Final figure, complete","2002","729799",""
"China","2000","Urban","Male","60 - 64","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","13278",""
"China","2000","Urban","Male","60 - 64","Married","Census - de jure - sample tabulation","Final figure, complete","2002","633308",""
"China","2000","Urban","Male","60 - 64","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","34821",""
"China","2000","Urban","Male","60 - 64","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","40878",""
"China","2000","Urban","Male","60 - 64","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","7514",""
"China","2000","Urban","Male","65 +","Total","Census - de jure - sample tabulation","Final figure, complete","2002","1382228",""
"China","2000","Urban","Male","65 +","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","21068",""
"China","2000","Urban","Male","65 +","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1028159",""
"China","2000","Urban","Male","65 +","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","84817",""
"China","2000","Urban","Male","65 +","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","236802",""
"China","2000","Urban","Male","65 +","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","11382",""
"China","2000","Urban","Female","15 - 19","Total","Census - de jure - sample tabulation","Final figure, complete","2002","1917037",""
"China","2000","Urban","Female","15 - 19","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","1906582",""
"China","2000","Urban","Female","15 - 19","Married","Census - de jure - sample tabulation","Final figure, complete","2002","10319",""
"China","2000","Urban","Female","15 - 19","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","35",""
"China","2000","Urban","Female","15 - 19","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","10",""
"China","2000","Urban","Female","15 - 19","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","91",""
"China","2000","Urban","Female","15 +","Total","Census - de jure - sample tabulation","Final figure, complete","2002","17420360",""
"China","2000","Urban","Female","15 +","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","3523777",""
"China","2000","Urban","Female","15 +","Married","Census - de jure - sample tabulation","Final figure, complete","2002","12227595",""
"China","2000","Urban","Female","15 +","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","356950",""
"China","2000","Urban","Female","15 +","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","1092348",""
"China","2000","Urban","Female","15 +","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","219690",""
"China","2000","Urban","Female","20 - 24","Total","Census - de jure - sample tabulation","Final figure, complete","2002","1815860",""
"China","2000","Urban","Female","20 - 24","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","1240230",""
"China","2000","Urban","Female","20 - 24","Married","Census - de jure - sample tabulation","Final figure, complete","2002","570743",""
"China","2000","Urban","Female","20 - 24","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","1700",""
"China","2000","Urban","Female","20 - 24","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","435",""
"China","2000","Urban","Female","20 - 24","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","2752",""
"China","2000","Urban","Female","25 - 29","Total","Census - de jure - sample tabulation","Final figure, complete","2002","2202612",""
"China","2000","Urban","Female","25 - 29","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","282615",""
"China","2000","Urban","Female","25 - 29","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1880725",""
"China","2000","Urban","Female","25 - 29","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","15212",""
"China","2000","Urban","Female","25 - 29","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","3436",""
"China","2000","Urban","Female","25 - 29","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","20624",""
"China","2000","Urban","Female","30 - 34","Total","Census - de jure - sample tabulation","Final figure, complete","2002","2258697",""
"China","2000","Urban","Female","30 - 34","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","52624",""
"China","2000","Urban","Female","30 - 34","Married","Census - de jure - sample tabulation","Final figure, complete","2002","2111203",""
"China","2000","Urban","Female","30 - 34","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","42115",""
"China","2000","Urban","Female","30 - 34","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","9615",""
"China","2000","Urban","Female","30 - 34","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","43140",""
"China","2000","Urban","Female","35 - 39","Total","Census - de jure - sample tabulation","Final figure, complete","2002","2047105",""
"China","2000","Urban","Female","35 - 39","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","17744",""
"China","2000","Urban","Female","35 - 39","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1899754",""
"China","2000","Urban","Female","35 - 39","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","59693",""
"China","2000","Urban","Female","35 - 39","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","17091",""
"China","2000","Urban","Female","35 - 39","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","52823",""
"China","2000","Urban","Female","40 - 44","Total","Census - de jure - sample tabulation","Final figure, complete","2002","1565702",""
"China","2000","Urban","Female","40 - 44","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","7950",""
"China","2000","Urban","Female","40 - 44","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1442157",""
"China","2000","Urban","Female","40 - 44","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","51139",""
"China","2000","Urban","Female","40 - 44","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","24943",""
"China","2000","Urban","Female","40 - 44","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","39513",""
